word_count,estimated_duration,duration_diff,hook_word_count,hook_has_question,hook_curiosity_score,cta_present,question_count,number_count,emotional_density,avg_sentence_len,has_listicle,line_count,you_count,urgency_score,script_text,target_score,viral_label
35.0,14.0,16.0,11.0,0.0,1.0,1.0,0.0,8.0,0.0,11.666666666666666,0.0,2.0,0.0,1.0,"90% of people make this 1 huge mistake with their resume!
Instead of 50/30/20, use 40% for essentials, 30% invested immediately, and 30% for skills. Save this reel and share with a friend!",82.8,1
28.0,11.2,18.8,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,"This is a flat in city center call for details.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",43.15,0
37.0,14.8,15.2,13.0,0.0,1.0,1.0,0.0,7.0,2.7027027027027026,12.333333333333334,0.0,2.0,1.0,2.0,"Stop scrolling if you have ₹50 Lakhs budget and want a dream home!
Instead of 50/30/20, use 40% for essentials, 30% invested immediately, and 30% for skills. Save this reel and share with a friend!",95.25,1
27.0,10.8,19.2,10.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0,0.0,"Hey friends check out this new app I downloaded yesterday.
It is very important to manage your time and work hard every day. Subscribe for more videos.",67.44,0
39.0,15.6,14.4,13.0,0.0,1.0,1.0,0.0,7.0,2.564102564102564,9.75,0.0,2.0,1.0,0.0,"The 50/30/20 budgeting rule is failing in 2026, do this instead!
Swap instant oats for 3 whole eggs with spinach. This keeps hunger suppressed for 5 hours. Double tap if you want the 7-day meal plan!",89.65,1
27.0,10.8,19.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,0.0,2.0,2.0,0.0,"Just another day working on projects and drinking coffee.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",58.77,0
35.0,14.0,16.0,11.0,0.0,2.0,1.0,0.0,6.0,2.857142857142857,11.666666666666666,0.0,2.0,1.0,1.0,"Secret real estate trick developers don't want you to know!
Instead of 50/30/20, use 40% for essentials, 30% invested immediately, and 30% for skills. Save this reel and share with a friend!",90.39,1
32.0,12.8,17.2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,1.0,"Hello guys welcome back to my channel today we will talk about real estate.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",62.48,0
35.0,14.0,16.0,11.0,0.0,2.0,1.0,0.0,6.0,2.857142857142857,11.666666666666666,0.0,2.0,1.0,1.0,"Secret real estate trick developers don't want you to know!
Instead of 50/30/20, use 40% for essentials, 30% invested immediately, and 30% for skills. Save this reel and share with a friend!",97.73,1
31.0,12.4,17.6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,2.0,3.0,1.0,"Today I am sharing some random tips on how to improve your life.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",52.92,0
35.0,14.0,16.0,4.0,0.0,0.0,1.0,1.0,6.0,0.0,8.75,0.0,2.0,2.0,1.0,"Eating oats every morning? You might be stopping your weight loss!
Instead of 50/30/20, use 40% for essentials, 30% invested immediately, and 30% for skills. Save this reel and share with a friend!",82.93,1
28.0,11.2,18.8,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,"This is a flat in city center call for details.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",62.79,0
40.0,16.0,14.0,13.0,0.0,1.0,1.0,0.0,5.0,2.5,10.0,0.0,2.0,1.0,0.0,"The 50/30/20 budgeting rule is failing in 2026, do this instead!
Look at this luxury setup with modular kitchen and balcony. Located 10 mins from IT park. Comment 'HOME' below and I will DM you the direct tour!",90.96,1
30.0,12.0,18.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,2.0,3.0,1.0,"Today I am sharing some random tips on how to improve your life.
Thank you for watching this video. Do not forget to like and share if you enjoyed it.",64.79,0
39.0,15.6,14.4,13.0,1.0,2.0,1.0,0.0,5.0,5.128205128205128,9.75,0.0,2.0,1.0,0.0,"Here are 3 secret AI tools that feel illegal to know in 2026!
Swap instant oats for 3 whole eggs with spinach. This keeps hunger suppressed for 5 hours. Double tap if you want the 7-day meal plan!",86.83,1
28.0,11.2,18.8,10.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,"Hey friends check out this new app I downloaded yesterday.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",63.28,0
38.0,15.2,14.8,11.0,0.0,2.0,1.0,0.0,1.0,5.263157894736842,9.5,0.0,2.0,2.0,0.0,"Secret real estate trick developers don't want you to know!
Look at this luxury setup with modular kitchen and balcony. Located 10 mins from IT park. Comment 'HOME' below and I will DM you the direct tour!",84.12,1
31.0,12.4,17.6,14.0,0.0,0.0,1.0,0.0,0.0,0.0,10.333333333333334,0.0,2.0,1.0,1.0,"Hello guys welcome back to my channel today we will talk about real estate.
It is very important to manage your time and work hard every day. Subscribe for more videos.",53.64,0
37.0,14.8,15.2,13.0,0.0,1.0,1.0,0.0,4.0,2.7027027027027026,9.25,1.0,2.0,2.0,1.0,"Stop scrolling if you have ₹50 Lakhs budget and want a dream home!
Number 1 tool generates pitch decks in 30 seconds. Number 2 creates realistic AI voices. Comment 'AI' for direct links sent to your inbox!",96.44,1
27.0,10.8,19.2,10.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,2.0,2.0,0.0,"Hey friends check out this new app I downloaded yesterday.
Thank you for watching this video. Do not forget to like and share if you enjoyed it.",50.7,0
39.0,15.6,14.4,13.0,0.0,1.0,1.0,0.0,7.0,2.564102564102564,9.75,0.0,2.0,1.0,0.0,"The 50/30/20 budgeting rule is failing in 2026, do this instead!
Swap instant oats for 3 whole eggs with spinach. This keeps hunger suppressed for 5 hours. Double tap if you want the 7-day meal plan!",87.12,1
27.0,10.8,19.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,0.0,2.0,2.0,0.0,"Just another day working on projects and drinking coffee.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",49.01,0
37.0,14.8,15.2,13.0,1.0,2.0,1.0,0.0,8.0,2.7027027027027026,12.333333333333334,0.0,2.0,0.0,1.0,"Here are 3 secret AI tools that feel illegal to know in 2026!
Instead of 50/30/20, use 40% for essentials, 30% invested immediately, and 30% for skills. Save this reel and share with a friend!",93.45,1
26.0,10.4,19.6,9.0,0.0,0.0,1.0,0.0,0.0,0.0,8.666666666666666,0.0,2.0,2.0,0.0,"Just another day working on projects and drinking coffee.
Thank you for watching this video. Do not forget to like and share if you enjoyed it.",53.58,0
37.0,14.8,15.2,13.0,1.0,2.0,1.0,0.0,5.0,2.7027027027027026,9.25,1.0,2.0,1.0,0.0,"Here are 3 secret AI tools that feel illegal to know in 2026!
Number 1 tool generates pitch decks in 30 seconds. Number 2 creates realistic AI voices. Comment 'AI' for direct links sent to your inbox!",89.17,1
32.0,12.8,17.2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,1.0,"Hello guys welcome back to my channel today we will talk about real estate.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",69.28,0
37.0,14.8,15.2,13.0,1.0,2.0,1.0,0.0,5.0,2.7027027027027026,9.25,1.0,2.0,1.0,0.0,"Here are 3 secret AI tools that feel illegal to know in 2026!
Number 1 tool generates pitch decks in 30 seconds. Number 2 creates realistic AI voices. Comment 'AI' for direct links sent to your inbox!",94.26,1
26.0,10.4,19.6,9.0,0.0,0.0,1.0,0.0,0.0,0.0,8.666666666666666,0.0,2.0,2.0,0.0,"Just another day working on projects and drinking coffee.
Thank you for watching this video. Do not forget to like and share if you enjoyed it.",42.16,0
37.0,14.8,15.2,4.0,0.0,0.0,1.0,1.0,3.0,2.7027027027027026,7.4,0.0,2.0,3.0,0.0,"Eating oats every morning? You might be stopping your weight loss!
Swap instant oats for 3 whole eggs with spinach. This keeps hunger suppressed for 5 hours. Double tap if you want the 7-day meal plan!",89.52,1
28.0,11.2,18.8,10.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,"Hey friends check out this new app I downloaded yesterday.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",63.13,0
37.0,14.8,15.2,13.0,0.0,1.0,1.0,0.0,7.0,2.7027027027027026,12.333333333333334,0.0,2.0,1.0,2.0,"Stop scrolling if you have ₹50 Lakhs budget and want a dream home!
Instead of 50/30/20, use 40% for essentials, 30% invested immediately, and 30% for skills. Save this reel and share with a friend!",93.83,1
28.0,11.2,18.8,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,"This is a flat in city center call for details.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",49.98,0
39.0,15.6,14.4,13.0,1.0,2.0,1.0,0.0,5.0,5.128205128205128,9.75,0.0,2.0,1.0,0.0,"Here are 3 secret AI tools that feel illegal to know in 2026!
Swap instant oats for 3 whole eggs with spinach. This keeps hunger suppressed for 5 hours. Double tap if you want the 7-day meal plan!",80.06,1
27.0,10.8,19.2,10.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,2.0,2.0,0.0,"This is a flat in city center call for details.
Thank you for watching this video. Do not forget to like and share if you enjoyed it.",65.91,0
38.0,15.2,14.8,11.0,1.0,0.0,1.0,0.0,2.0,2.631578947368421,9.5,0.0,2.0,1.0,0.0,"How I built a Shopify brand with ₹0 in inventory costs!
Look at this luxury setup with modular kitchen and balcony. Located 10 mins from IT park. Comment 'HOME' below and I will DM you the direct tour!",95.67,1
27.0,10.8,19.2,10.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,2.0,2.0,0.0,"This is a flat in city center call for details.
Thank you for watching this video. Do not forget to like and share if you enjoyed it.",57.26,0
37.0,14.8,15.2,13.0,1.0,2.0,1.0,0.0,5.0,2.7027027027027026,9.25,1.0,2.0,1.0,0.0,"Here are 3 secret AI tools that feel illegal to know in 2026!
Number 1 tool generates pitch decks in 30 seconds. Number 2 creates realistic AI voices. Comment 'AI' for direct links sent to your inbox!",86.73,1
30.0,12.0,18.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,2.0,3.0,1.0,"Today I am sharing some random tips on how to improve your life.
Thank you for watching this video. Do not forget to like and share if you enjoyed it.",72.42,0
38.0,15.2,14.8,11.0,1.0,0.0,1.0,0.0,2.0,2.631578947368421,9.5,0.0,2.0,1.0,0.0,"How I built a Shopify brand with ₹0 in inventory costs!
Look at this luxury setup with modular kitchen and balcony. Located 10 mins from IT park. Comment 'HOME' below and I will DM you the direct tour!",90.78,1
27.0,10.8,19.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,0.0,2.0,2.0,0.0,"Just another day working on projects and drinking coffee.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",43.8,0
35.0,14.0,16.0,11.0,0.0,1.0,1.0,0.0,8.0,0.0,11.666666666666666,0.0,2.0,0.0,1.0,"90% of people make this 1 huge mistake with their resume!
Instead of 50/30/20, use 40% for essentials, 30% invested immediately, and 30% for skills. Save this reel and share with a friend!",84.31,1
30.0,12.0,18.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,2.0,3.0,1.0,"Today I am sharing some random tips on how to improve your life.
Thank you for watching this video. Do not forget to like and share if you enjoyed it.",72.2,0
39.0,15.6,14.4,13.0,0.0,1.0,1.0,0.0,4.0,5.128205128205128,9.75,0.0,2.0,2.0,1.0,"Stop scrolling if you have ₹50 Lakhs budget and want a dream home!
Swap instant oats for 3 whole eggs with spinach. This keeps hunger suppressed for 5 hours. Double tap if you want the 7-day meal plan!",94.69,1
28.0,11.2,18.8,10.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,"Hey friends check out this new app I downloaded yesterday.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",44.37,0
35.0,14.0,16.0,4.0,0.0,0.0,1.0,1.0,3.0,0.0,7.0,1.0,2.0,3.0,0.0,"Eating oats every morning? You might be stopping your weight loss!
Number 1 tool generates pitch decks in 30 seconds. Number 2 creates realistic AI voices. Comment 'AI' for direct links sent to your inbox!",84.77,1
27.0,10.8,19.2,10.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0,0.0,"Hey friends check out this new app I downloaded yesterday.
It is very important to manage your time and work hard every day. Subscribe for more videos.",72.79,0
35.0,14.0,16.0,11.0,1.0,0.0,1.0,0.0,4.0,0.0,8.75,1.0,2.0,1.0,0.0,"How I built a Shopify brand with ₹0 in inventory costs!
Number 1 tool generates pitch decks in 30 seconds. Number 2 creates realistic AI voices. Comment 'AI' for direct links sent to your inbox!",92.83,1
26.0,10.4,19.6,9.0,0.0,0.0,1.0,0.0,0.0,0.0,8.666666666666666,0.0,2.0,2.0,0.0,"Just another day working on projects and drinking coffee.
Thank you for watching this video. Do not forget to like and share if you enjoyed it.",62.1,0
37.0,14.8,15.2,4.0,0.0,0.0,1.0,1.0,3.0,2.7027027027027026,7.4,0.0,2.0,3.0,0.0,"Eating oats every morning? You might be stopping your weight loss!
Swap instant oats for 3 whole eggs with spinach. This keeps hunger suppressed for 5 hours. Double tap if you want the 7-day meal plan!",82.18,1
31.0,12.4,17.6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,2.0,3.0,1.0,"Today I am sharing some random tips on how to improve your life.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",51.49,0
35.0,14.0,16.0,11.0,1.0,0.0,1.0,0.0,4.0,0.0,8.75,1.0,2.0,1.0,0.0,"How I built a Shopify brand with ₹0 in inventory costs!
Number 1 tool generates pitch decks in 30 seconds. Number 2 creates realistic AI voices. Comment 'AI' for direct links sent to your inbox!",90.59,1
32.0,12.8,17.2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,1.0,"Hello guys welcome back to my channel today we will talk about real estate.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",64.07,0
37.0,14.8,15.2,13.0,0.0,1.0,1.0,0.0,4.0,2.7027027027027026,9.25,1.0,2.0,2.0,1.0,"Stop scrolling if you have ₹50 Lakhs budget and want a dream home!
Number 1 tool generates pitch decks in 30 seconds. Number 2 creates realistic AI voices. Comment 'AI' for direct links sent to your inbox!",81.21,1
31.0,12.4,17.6,14.0,0.0,0.0,1.0,0.0,0.0,0.0,10.333333333333334,0.0,2.0,1.0,1.0,"Hello guys welcome back to my channel today we will talk about real estate.
It is very important to manage your time and work hard every day. Subscribe for more videos.",42.41,0
37.0,14.8,15.2,13.0,1.0,2.0,1.0,0.0,8.0,2.7027027027027026,12.333333333333334,0.0,2.0,0.0,1.0,"Here are 3 secret AI tools that feel illegal to know in 2026!
Instead of 50/30/20, use 40% for essentials, 30% invested immediately, and 30% for skills. Save this reel and share with a friend!",92.04,1
30.0,12.0,18.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,2.0,3.0,1.0,"Today I am sharing some random tips on how to improve your life.
Thank you for watching this video. Do not forget to like and share if you enjoyed it.",44.5,0
37.0,14.8,15.2,11.0,1.0,0.0,1.0,0.0,4.0,2.7027027027027026,9.25,0.0,2.0,1.0,0.0,"How I built a Shopify brand with ₹0 in inventory costs!
Swap instant oats for 3 whole eggs with spinach. This keeps hunger suppressed for 5 hours. Double tap if you want the 7-day meal plan!",84.37,1
26.0,10.4,19.6,9.0,0.0,0.0,1.0,0.0,0.0,0.0,8.666666666666666,0.0,2.0,1.0,0.0,"Just another day working on projects and drinking coffee.
It is very important to manage your time and work hard every day. Subscribe for more videos.",46.47,0
39.0,15.6,14.4,13.0,0.0,1.0,1.0,0.0,4.0,5.128205128205128,9.75,0.0,2.0,2.0,1.0,"Stop scrolling if you have ₹50 Lakhs budget and want a dream home!
Swap instant oats for 3 whole eggs with spinach. This keeps hunger suppressed for 5 hours. Double tap if you want the 7-day meal plan!",86.38,1
26.0,10.4,19.6,9.0,0.0,0.0,1.0,0.0,0.0,0.0,8.666666666666666,0.0,2.0,1.0,0.0,"Just another day working on projects and drinking coffee.
It is very important to manage your time and work hard every day. Subscribe for more videos.",69.37,0
40.0,16.0,14.0,13.0,0.0,1.0,1.0,0.0,2.0,5.0,10.0,0.0,2.0,2.0,1.0,"Stop scrolling if you have ₹50 Lakhs budget and want a dream home!
Look at this luxury setup with modular kitchen and balcony. Located 10 mins from IT park. Comment 'HOME' below and I will DM you the direct tour!",81.09,1
28.0,11.2,18.8,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,"This is a flat in city center call for details.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",48.45,0
39.0,15.6,14.4,13.0,1.0,2.0,1.0,0.0,5.0,5.128205128205128,9.75,0.0,2.0,1.0,0.0,"Here are 3 secret AI tools that feel illegal to know in 2026!
Swap instant oats for 3 whole eggs with spinach. This keeps hunger suppressed for 5 hours. Double tap if you want the 7-day meal plan!",82.52,1
30.0,12.0,18.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,2.0,2.0,1.0,"Today I am sharing some random tips on how to improve your life.
It is very important to manage your time and work hard every day. Subscribe for more videos.",55.73,0
38.0,15.2,14.8,11.0,0.0,2.0,1.0,0.0,1.0,5.263157894736842,9.5,0.0,2.0,2.0,0.0,"Secret real estate trick developers don't want you to know!
Look at this luxury setup with modular kitchen and balcony. Located 10 mins from IT park. Comment 'HOME' below and I will DM you the direct tour!",87.98,1
28.0,11.2,18.8,10.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,"Hey friends check out this new app I downloaded yesterday.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",41.72,0
38.0,15.2,14.8,11.0,1.0,0.0,1.0,0.0,2.0,2.631578947368421,9.5,0.0,2.0,1.0,0.0,"How I built a Shopify brand with ₹0 in inventory costs!
Look at this luxury setup with modular kitchen and balcony. Located 10 mins from IT park. Comment 'HOME' below and I will DM you the direct tour!",97.44,1
31.0,12.4,17.6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,0.0,2.0,3.0,1.0,"Today I am sharing some random tips on how to improve your life.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",53.82,0
35.0,14.0,16.0,4.0,0.0,0.0,1.0,1.0,3.0,0.0,7.0,1.0,2.0,3.0,0.0,"Eating oats every morning? You might be stopping your weight loss!
Number 1 tool generates pitch decks in 30 seconds. Number 2 creates realistic AI voices. Comment 'AI' for direct links sent to your inbox!",95.56,1
32.0,12.8,17.2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,1.0,"Hello guys welcome back to my channel today we will talk about real estate.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",52.89,0
35.0,14.0,16.0,4.0,0.0,0.0,1.0,1.0,6.0,0.0,8.75,0.0,2.0,2.0,1.0,"Eating oats every morning? You might be stopping your weight loss!
Instead of 50/30/20, use 40% for essentials, 30% invested immediately, and 30% for skills. Save this reel and share with a friend!",96.68,1
26.0,10.4,19.6,9.0,0.0,0.0,1.0,0.0,0.0,0.0,8.666666666666666,0.0,2.0,1.0,0.0,"Just another day working on projects and drinking coffee.
It is very important to manage your time and work hard every day. Subscribe for more videos.",54.38,0
39.0,15.6,14.4,13.0,0.0,1.0,1.0,0.0,7.0,2.564102564102564,9.75,0.0,2.0,1.0,0.0,"The 50/30/20 budgeting rule is failing in 2026, do this instead!
Swap instant oats for 3 whole eggs with spinach. This keeps hunger suppressed for 5 hours. Double tap if you want the 7-day meal plan!",82.79,1
28.0,11.2,18.8,10.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,"This is a flat in city center call for details.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",72.94,0
38.0,15.2,14.8,11.0,1.0,0.0,1.0,0.0,2.0,2.631578947368421,9.5,0.0,2.0,1.0,0.0,"How I built a Shopify brand with ₹0 in inventory costs!
Look at this luxury setup with modular kitchen and balcony. Located 10 mins from IT park. Comment 'HOME' below and I will DM you the direct tour!",93.46,1
32.0,12.8,17.2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,1.0,"Hello guys welcome back to my channel today we will talk about real estate.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",59.86,0
35.0,14.0,16.0,11.0,1.0,0.0,1.0,0.0,4.0,0.0,8.75,1.0,2.0,1.0,0.0,"How I built a Shopify brand with ₹0 in inventory costs!
Number 1 tool generates pitch decks in 30 seconds. Number 2 creates realistic AI voices. Comment 'AI' for direct links sent to your inbox!",81.02,1
28.0,11.2,18.8,10.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,0.0,"Hey friends check out this new app I downloaded yesterday.
It has nice rooms and good lighting. Hope you guys like it. Let me know what you think.",68.95,0
40.0,16.0,14.0,13.0,0.0,1.0,1.0,0.0,2.0,5.0,10.0,0.0,2.0,2.0,1.0,"Stop scrolling if you have ₹50 Lakhs budget and want a dream home!
Look at this luxury setup with modular kitchen and balcony. Located 10 mins from IT park. Comment 'HOME' below and I will DM you the direct tour!",92.15,1
30.0,12.0,18.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,2.0,2.0,1.0,"Today I am sharing some random tips on how to improve your life.
It is very important to manage your time and work hard every day. Subscribe for more videos.",44.08,0
35.0,14.0,16.0,11.0,1.0,0.0,1.0,0.0,4.0,0.0,8.75,1.0,2.0,1.0,0.0,"How I built a Shopify brand with ₹0 in inventory costs!
Number 1 tool generates pitch decks in 30 seconds. Number 2 creates realistic AI voices. Comment 'AI' for direct links sent to your inbox!",90.42,1
31.0,12.4,17.6,14.0,0.0,0.0,1.0,0.0,0.0,0.0,10.333333333333334,0.0,2.0,2.0,1.0,"Hello guys welcome back to my channel today we will talk about real estate.
Thank you for watching this video. Do not forget to like and share if you enjoyed it.",42.79,0
37.0,14.8,15.2,13.0,0.0,1.0,1.0,0.0,10.0,0.0,12.333333333333334,0.0,2.0,0.0,1.0,"The 50/30/20 budgeting rule is failing in 2026, do this instead!
Instead of 50/30/20, use 40% for essentials, 30% invested immediately, and 30% for skills. Save this reel and share with a friend!",96.82,1
30.0,12.0,18.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,2.0,3.0,1.0,"Today I am sharing some random tips on how to improve your life.
Thank you for watching this video. Do not forget to like and share if you enjoyed it.",64.35,0
37.0,14.8,15.2,13.0,1.0,2.0,1.0,0.0,8.0,2.7027027027027026,12.333333333333334,0.0,2.0,0.0,1.0,"Here are 3 secret AI tools that feel illegal to know in 2026!
Instead of 50/30/20, use 40% for essentials, 30% invested immediately, and 30% for skills. Save this reel and share with a friend!",87.12,1
27.0,10.8,19.2,10.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,2.0,1.0,0.0,"This is a flat in city center call for details.
It is very important to manage your time and work hard every day. Subscribe for more videos.",50.75,0
38.0,15.2,14.8,11.0,0.0,2.0,1.0,0.0,1.0,5.263157894736842,9.5,0.0,2.0,2.0,0.0,"Secret real estate trick developers don't want you to know!
Look at this luxury setup with modular kitchen and balcony. Located 10 mins from IT park. Comment 'HOME' below and I will DM you the direct tour!",80.17,1
27.0,10.8,19.2,10.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,2.0,2.0,0.0,"Hey friends check out this new app I downloaded yesterday.
Thank you for watching this video. Do not forget to like and share if you enjoyed it.",73.87,0
37.0,14.8,15.2,13.0,0.0,1.0,1.0,0.0,4.0,2.7027027027027026,9.25,1.0,2.0,2.0,1.0,"Stop scrolling if you have ₹50 Lakhs budget and want a dream home!
Number 1 tool generates pitch decks in 30 seconds. Number 2 creates realistic AI voices. Comment 'AI' for direct links sent to your inbox!",89.11,1
30.0,12.0,18.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,2.0,2.0,1.0,"Today I am sharing some random tips on how to improve your life.
It is very important to manage your time and work hard every day. Subscribe for more videos.",69.95,0
37.0,14.8,15.2,13.0,1.0,2.0,1.0,0.0,8.0,2.7027027027027026,12.333333333333334,0.0,2.0,0.0,1.0,"Here are 3 secret AI tools that feel illegal to know in 2026!
Instead of 50/30/20, use 40% for essentials, 30% invested immediately, and 30% for skills. Save this reel and share with a friend!",85.13,1
26.0,10.4,19.6,9.0,0.0,0.0,1.0,0.0,0.0,0.0,8.666666666666666,0.0,2.0,2.0,0.0,"Just another day working on projects and drinking coffee.
Thank you for watching this video. Do not forget to like and share if you enjoyed it.",63.92,0
38.0,15.2,14.8,11.0,1.0,0.0,1.0,0.0,2.0,2.631578947368421,9.5,0.0,2.0,1.0,0.0,"How I built a Shopify brand with ₹0 in inventory costs!
Look at this luxury setup with modular kitchen and balcony. Located 10 mins from IT park. Comment 'HOME' below and I will DM you the direct tour!",92.02,1
